2014052714207;27-05-2014;6-05-2014;PHX;Phoenix Sky Harbor International;Southwest Airlines;Passenger Property Loss;Checked Baggage;Household Items;000;Deny;
2014053014307;21-05-2014;30-12-2013;TPA;Tampa International;UAL;Property Damage;Checkpoint;Computer & Accessories;32100;Settle;
2014060314389;30-05-2014;25-02-2014;EWR;Newark International Airport;;Personal Injury;Checkpoint;;;;
2014060914489;4-06-2014;30-05-2014;DTW;Detroit Metropolitan Wayne County Airport;Spirit Airlines;Passenger Property Loss;Checked Baggage;Travel Accessories;000;Deny;
2014061214589;6-06-2014;27-05-2014;JFK;John F. Kennedy International;Turkish Airlines;Property Damage;Checked Baggage;"Baggage/Cases/Purses; Clothing";17500;Settle;
2014061714689;9-06-2014;3-06-2014;EWR;Newark International Airport;UAL;Passenger Property Loss;Checked Baggage;Jewelry & Watches;26534;Settle;
2014062314789;13-06-2014;19-05-2014;BOS;Boston (Logan) International Airport;Jet Blue;Property Damage;Checked Baggage;Baggage/Cases/Purses;17000;Settle;
2014062514889;23-06-2014;10-06-2014;PHX;Phoenix Sky Harbor International;Southwest Airlines;Passenger Property Loss;Checked Baggage;;;;
2014070214989;24-06-2014;22-06-2014;LAS;McCarran International;Southwest Airlines;Passenger Property Loss;Checked Baggage;Sporting Equipment & Supplies;000;Deny;
2014071015089;10-07-2014;23-06-2014;RNO;Reno/Tahoe International;USAir;Property Damage;Checked Baggage;"Household Items; Other; Other";14900;Approve in Full;
2014071615189;1-07-2014;27-06-2014;EWR;Newark International Airport;UAL;Passenger Property Loss;Checked Baggage;Computer & Accessories;;;
2014072115289;7-07-2014;25-03-2014;DCA;Ronald Reagan Washington National Airport;USAir;Property Damage;Checkpoint;Personal Electronics;26900;Settle;
2014072415389;24-07-2014;27-06-2014;TUL;Tulsa International Airport;Southwest Airlines;Passenger Property Loss;Checked Baggage;Other;000;Deny;
2014072915486;15-07-2014;3-07-2014;FLL;Ft. Lauderdale-Hollywood International;;Property Damage;Checkpoint;Baggage/Cases/Purses;6360;Approve in Full;
2014080415686;4-08-2014;1-07-2014;TYS;Mcghee Tyson Knoxville;;Property Damage;Checkpoint;;6000;Approve in Full;
2014080815786;21-07-2014;12-07-2014;MCO;Orlando International Airport;USAir;Property Damage;Checked Baggage;Baggage/Cases/Purses;000;Deny;
2014081515886;1-08-2014;29-07-2014;ORD;Chicago O'Hare International Airport;American Airlines;Property Damage;Checkpoint;Computer & Accessories;40979;Approve in Full;
2014081815986;28-07-2014;4-05-2014;SFO;San Francisco International;UAL;Passenger Property Loss;Checked Baggage;Jewelry & Watches;;;
2014082016086;30-10-2014;13-04-2014;LAS;McCarran International;;Passenger Property Loss;Checked Baggage;Baggage/Cases/Purses;000;Deny;
2014082216163;6-08-2014;14-06-2014;LAX;Los Angeles International Airport;Virgin America;Property Damage;Checked Baggage;Cosmetics & Grooming;4854;Approve in Full;
2014082916319;14-08-2014;19-07-2014;JFK;John F. Kennedy International;Virgin Atlantic;Property Damage;Checkpoint;Computer & Accessories;;;
2014090416419;19-08-2014;28-07-2014;MEM;Memphis International Airport;USAir;Passenger Property Loss;Checked Baggage;Currency;;;
2014091016497;18-08-2014;17-07-2014;ANC;Ted Stevens Anchorage International Airport;Delta Air Lines;Passenger Property Loss;Checked Baggage;Hunting & Fishing Items;2100;Approve in Full;
2014091516597;20-08-2014;28-07-2014;EWR;Newark International Airport;UAL;Passenger Property Loss;Checkpoint;Computer & Accessories;;;
2014091916797;19-08-2014;16-08-2014;SEA;Seattle-Tacoma International;All Nippon Airways;Property Damage;Checked Baggage;Baggage/Cases/Purses;000;Deny;
2014092216897;5-09-2014;30-07-2014;DTW;Detroit Metropolitan Wayne County Airport;UAL;Passenger Property Loss;Checked Baggage;Sporting Equipment & Supplies;36250;Settle;
2014092516997;8-09-2014;26-08-2014;BDL;Bradley International Airport;UAL;Property Damage;Checked Baggage;Baggage/Cases/Purses;10000;Approve in Full;
2014092617097;14-09-2014;30-08-2014;PHX;Phoenix Sky Harbor International;American Airlines;Property Damage;Checked Baggage;Medical/Science;;;
2014093017197;12-09-2014;10-09-2014;JFK;John F. Kennedy International;Jet Blue;Passenger Property Loss;Checked Baggage;Computer & Accessories;;;
2014100217297;22-09-2014;15-09-2014;PHX;Phoenix Sky Harbor International;UAL;Personal Injury;Checkpoint;Other;;;
2014100617397;25-09-2014;29-08-2014;MCO;Orlando International Airport;Southwest Airlines;Passenger Property Loss;Checked Baggage;Clothing;;;
2014100817497;29-09-2014;24-08-2014;FLL;Ft. Lauderdale-Hollywood International;Jet Blue;Passenger Property Loss;Checked Baggage;Clothing;;;
2014101417597;6-10-2014;5-10-2014;MSP;Minneapolis/ St.Paul International Airport;Delta Air Lines;Passenger Property Loss;Checked Baggage;Cameras;000;Deny;
2014101617697;8-10-2014;3-10-2014;MIA;Miami International Airport;Aero Flot;Property Damage;Checked Baggage;Other;;;
2014101817797;16-10-2014;16-09-2014;SEA;Seattle-Tacoma International;Frontier Airlines;Passenger Property Loss;Checked Baggage;;2800;Approve in Full;
2014102117897;7-10-2014;15-08-2014;SIT;Sitka 'Rocky Guitierrez';Alaska Airlines;Passenger Property Loss;Checked Baggage;Food & Drink;;;
2014102617997;23-10-2014;8-10-2014;MIA;Miami International Airport;American Airlines;Property Damage;Checked Baggage;;000;Deny;
2014103018097;24-10-2014;11-10-2014;EWR;Newark International Airport;UAL;Passenger Property Loss;Checked Baggage;Jewelry & Watches;;;
2014110418197;30-10-2014;27-08-2014;BWI;Baltimore/Washington Intl Thurgood Marshall;Southwest Airlines;Property Damage;Checked Baggage;Baggage/Cases/Purses;;;
2014111018297;2-11-2014;24-10-2014;PIE;St. Petersburg-Clearwater International;Sun Country Airlines Inc;Passenger Property Loss;Checked Baggage;Computer & Accessories;;;
2014111718384;4-11-2014;5-09-2014;SNA;John Wayne;UAL;Property Damage;Checked Baggage;"Baggage/Cases/Purses; Clothing; Cosmetics & Grooming; Cosmetics & Grooming";;;
2014111918450;10-11-2014;23-10-2014;LAS;McCarran International;Southwest Airlines;Passenger Property Loss;Checked Baggage;Hunting & Fishing Items;000;Deny;
2014112418525;14-11-2014;7-11-2014;EWR;Newark International Airport;Air Canada;Passenger Property Loss;Checkpoint;Currency;;;
2014112618625;24-11-2014;24-11-2014;SNA;John Wayne;American Airlines;Passenger Property Loss;Checked Baggage;Cosmetics & Grooming;;;
2014112818725;24-11-2014;17-11-2014;SRQ;Sarasota Bradenton International;Jet Blue;Passenger Property Loss;Checked Baggage;"Jewelry & Watches; Personal Electronics";;;
2014120218807;16-11-2014;10-11-2014;MYR;Myrtle Beach International;Spirit Airlines;Property Damage;Checkpoint;Personal Accessories;;;
2014120518907;5-12-2014;13-11-2014;ORD;Chicago O'Hare International Airport;UAL;Passenger Property Loss;Checked Baggage;Clothing;36852;Settle;
2014120819007;2-12-2014;29-11-2014;BUR;Bob Hope;Southwest Airlines;Property Damage;Checked Baggage;;;;
2014121019103;10-12-2014;7-11-2014;ATL;Hartsfield-Jackson Atlanta International Airport;American Airlines;Property Damage;Checkpoint;Other;;;
2014121519203;15-12-2014;12-12-2014;SFO;San Francisco International;American Airlines;Property Damage;Checked Baggage;Clothing;;;
2014121819303;18-12-2014;12-12-2014;TPA;Tampa International;Southwest Airlines;Passenger Property Loss;Checked Baggage;Toys & Games;;;
2014122919401;29-12-2014;13-12-2014;MIA;Miami International Airport;Delta Air Lines;Passenger Property Loss;Checked Baggage;Computer & Accessories;;;
2015010219501;31-12-2014;3-08-2014;DCA;Ronald Reagan Washington National Airport;USAir;Passenger Property Loss;Checked Baggage;;;;
2012072695739;3-02-2014;4-02-2012;ZZZ;Unspecified Personal Injury;;Personal Injury;Other;;000;Deny;
2013053003894;18-04-2014;22-04-2013;ACY;Atlantic City International;;Motor Vehicle;Motor Vehicle;Baggage/Cases/Purses;2.23386;Settle;
2013081205863;24-04-2014;2-08-2013;ZZX;Non TSA Airport (motor vehicle);;Personal Injury;Motor Vehicle;;20.00000;Settle;
2013082906390;3-07-2014;23-07-2013;BNA;Nashville International;Southwest Airlines;Personal Injury;Checkpoint;Other;;;
2013082906401;24-02-2014;25-05-2013;PHX;Phoenix Sky Harbor International;USAir;Personal Injury;Checkpoint;;;;
2013092507351;13-01-2014;26-12-2012;DCA;Ronald Reagan Washington National Airport;USAir;Personal Injury;Checkpoint;Other;000;Deny;
2013102507888;14-02-2014;13-07-2012;FLL;Ft. Lauderdale-Hollywood International;Jet Blue;Personal Injury;Checkpoint;;;;
2013103108490;22-05-2014;26-09-2013;ZZX;Non TSA Airport (motor vehicle);;Personal Injury;Motor Vehicle;;;;
2013111909516;9-02-2014;7-09-2013;FLL;Ft. Lauderdale-Hollywood International;Spirit Airlines;Property Damage;Checked Baggage;"Baggage/Cases/Purses; Clothing";000;Deny;
2013121110011;21-07-2014;15-05-2013;JAX;Jacksonville International;;Personal Injury;Checkpoint;;;;
2013121810135;12-02-2014;7-03-2013;RSW;Southwest Florida International;USAir;Personal Injury;Checkpoint;Other;000;Deny;
2013123010324;21-05-2014;30-11-2013;MCO;Orlando International Airport;Delta Air Lines;Personal Injury;Checkpoint;;000;Deny;
2014010210415;2-01-2014;20-11-2013;PDX;Portland International;;Property Damage;Checkpoint;Clothing;4400;Approve in Full;
2014010610477;6-01-2014;7-11-2013;MSP;Minneapolis/ St.Paul International Airport;Delta Air Lines;Property Damage;Checked Baggage;;9500;Approve in Full;
2014010610495;6-01-2014;19-12-2013;BOS;Boston (Logan) International Airport;Alaska Airlines;Passenger Property Loss;Checked Baggage;Other;000;Deny;
2014010610502;21-03-2014;21-12-2013;SEA;Seattle-Tacoma International;Alaska Airlines;Passenger Property Loss;Checked Baggage;Other;000;Deny;
2014010610508;6-01-2014;22-12-2013;RDU;Raleigh-Durham International;USAir;Property Damage;Checked Baggage;Other;000;Deny;
2014010610516;2-01-2014;23-12-2013;LAX;Los Angeles International Airport;Southwest Airlines;Property Damage;Checked Baggage;Computer & Accessories;1.73591;Approve in Full;
2014010610521;2-01-2014;7-11-2013;OGG;Kahului-Maui HI;Hawaiian Airlines;Passenger Property Loss;Checked Baggage;Travel Accessories;1199;Approve in Full;
2014010710522;2-01-2014;21-12-2012;RAP;Rapid City Regional;Delta Air Lines;Property Damage;Checked Baggage;"Baggage/Cases/Purses; Clothing";;;
2014010710523;2-01-2014;14-12-2013;RSW;Southwest Florida International;Southwest Airlines;Passenger Property Loss;Checked Baggage;Travel Accessories;1499;Approve in Full;
2014010710524;2-01-2014;19-12-2013;SNA;John Wayne;UAL;Property Damage;Checked Baggage;"Baggage/Cases/Purses; Travel Accessories";000;Deny;
2014010710526;2-01-2014;29-11-2013;PHX;Phoenix Sky Harbor International;USAir;Property Damage;Checked Baggage;"Baggage/Cases/Purses; Personal Accessories";47516;Approve in Full;
2014010710528;2-01-2014;3-12-2013;BOS;Boston (Logan) International Airport;American Airlines;Passenger Property Loss;Checked Baggage;Jewelry & Watches;000;Deny;
2014010710530;2-01-2014;3-12-2013;RDU;Raleigh-Durham International;American Airlines;Property Damage;Checkpoint;Personal Electronics;4900;Approve in Full;
2014010710533;2-01-2014;15-12-2013;MIA;Miami International Airport;American Airlines;Property Damage;Checked Baggage;Baggage/Cases/Purses;000;Deny;
2014010710535;2-01-2014;15-12-2013;IAD;Washington Dulles International;American Airlines;Passenger Property Loss;Checked Baggage;Medical/Science;000;Deny;
2014010710549;2-01-2014;13-12-2013;RDU;Raleigh-Durham International;USAir;Property Damage;Checkpoint;Jewelry & Watches;1.38500;Approve in Full;
2014010710550;2-01-2014;9-10-2013;PDX;Portland International;Southwest Airlines;Passenger Property Loss;Checkpoint;Jewelry & Watches;000;Deny;
2014010710551;2-01-2014;17-12-2013;SAT;San Antonio International;American Airlines;Passenger Property Loss;Checkpoint;Medical/Science;;;
2014010710553;2-01-2014;31-12-2013;IAH;Houston - George Bush Intercontinental Airport;Spirit Airlines;Property Damage;Checked Baggage;Household Items;000;Deny;
2014010710555;2-01-2014;5-12-2013;MIA;Miami International Airport;;Passenger Property Loss;Checked Baggage;Personal Electronics;;;
2014010710556;2-01-2014;28-12-2013;PWM;Portland International Jetport;Jet Blue;Property Damage;Checked Baggage;"Clothing; Food & Drink";000;Deny;
2014010710557;3-01-2014;2-01-2014;MOB;Mobile Regional;;Property Damage;Checked Baggage;Household Items;000;Deny;
2014010710558;2-01-2014;16-12-2013;SJC;Norman Y Mineta San Jose International;UAL;Passenger Property Loss;Checked Baggage;"Clothing; Cosmetics & Grooming";000;Deny;
2014010710559;2-01-2014;10-12-2013;MSY;New Orleans International;Southwest Airlines;Passenger Property Loss;Checked Baggage;Travel Accessories;1200;Approve in Full;
2014010710561;2-01-2014;11-12-2013;BTR;Baton Rouge Metropolitan;Delta Air Lines;Passenger Property Loss;Checked Baggage;Other;;;
2014010710562;2-01-2014;31-12-2013;IAD;Washington Dulles International;USAir;Property Damage;Checked Baggage;"Baggage/Cases/Purses; Computer & Accessories; Other";16219;Approve in Full;
2014010710563;2-01-2014;8-12-2013;HNL;Honolulu International Airport;Hawaiian Airlines;Passenger Property Loss;Checked Baggage;Baggage/Cases/Purses;7727;Settle;
2014010710567;2-01-2014;26-11-2013;DFW;Dallas-Fort Worth International Airport;Alaska Airlines;Passenger Property Loss;Checked Baggage;Clothing;18948;Settle;
2014010710568;2-01-2014;17-12-2013;LGA;LaGuardia;Southwest Airlines;Passenger Property Loss;Checked Baggage;Jewelry & Watches;000;Deny;
2014010710570;2-01-2014;20-12-2013;HOU;William P. Hobby;Delta Air Lines;Passenger Property Loss;Checkpoint;Other;;;
2014010710572;3-01-2014;23-12-2013;JFK;John F. Kennedy International;Virgin America;Passenger Property Loss;Checked Baggage;Personal Electronics;;;
2014010710574;2-01-2014;8-11-2013;MCO;Orlando International Airport;American Airlines;Property Damage;Checked Baggage;Baggage/Cases/Purses;;;
2014010710577;2-01-2014;5-12-2013;LAX;Los Angeles International Airport;Virgin America;Property Damage;Checkpoint;Baggage/Cases/Purses;3000;Approve in Full;
2014010710578;2-01-2014;3-12-2013;SNA;John Wayne;UAL;Property Damage;Checkpoint;Personal Electronics;13531;Settle;
2014010710579;2-01-2014;9-12-2013;BWI;Baltimore/Washington Intl Thurgood Marshall;Southwest Airlines;Passenger Property Loss;Checked Baggage;Audio/Video;000;Deny;
2014010710580;3-01-2014;1-01-2014;RDU;Raleigh-Durham International;Delta Air Lines;Passenger Property Loss;Checked Baggage;Personal Electronics;25406;Approve in Full;
2014010710581;2-01-2014;5-12-2013;TPA;Tampa International;Delta Air Lines;Property Damage;Checked Baggage;Jewelry & Watches;000;Deny;
2014010710582;2-01-2014;29-12-2013;SNA;John Wayne;UAL;Passenger Property Loss;Checked Baggage;Personal Electronics;000;Deny;
2014010710584;1-01-2014;18-12-2013;SUX;Sioux Gateway;American Airlines;Passenger Property Loss;Checked Baggage;Currency;000;Deny;
2014010710587;2-01-2014;10-09-2013;MCO;Orlando International Airport;British Airways;Property Damage;Checkpoint;Jewelry & Watches;11713;Settle;
2014010710589;2-01-2014;25-12-2013;DEN;Denver International Airport;Southwest Airlines;Passenger Property Loss;Checked Baggage;Clothing;000;Deny;
2014010710590;2-01-2014;29-12-2013;SAT;San Antonio International;Southwest Airlines;Passenger Property Loss;Checked Baggage;Audio/Video;000;Deny;
2014010710593;2-01-2014;6-12-2013;SAN;San Diego International;American Airlines;Property Damage;Checkpoint;Personal Accessories;12495;Approve in Full;
2014010710594;3-01-2014;20-11-2013;SFO;San Francisco International;;Property Damage;Other;;89999;Approve in Full;
2014010710595;2-01-2014;31-10-2013;ATL;Hartsfield-Jackson Atlanta International Airport;Delta Air Lines;Passenger Property Loss;Checkpoint;Jewelry & Watches;000;Deny;
2014010710596;2-01-2014;15-12-2013;DFW;Dallas-Fort Worth International Airport;USAir;Passenger Property Loss;Checked Baggage;Clothing;9000;Approve in Full;
2014010710597;2-01-2014;24-12-2013;LGB;Long Beach;Jet Blue;Passenger Property Loss;Checkpoint;Jewelry & Watches;000;Deny;
2014010710598;2-01-2014;9-10-2013;PBI;Palm Beach International;Delta Air Lines;Passenger Property Loss;Checked Baggage;Jewelry & Watches;000;Deny;
2014010710599;2-01-2014;9-12-2013;LAS;McCarran International;USAir;Passenger Property Loss;Checked Baggage;Clothing;000;Deny;
2014010710600;2-01-2014;1-12-2013;PHL;Philadelphia International Airport;;Passenger Property Loss;Checkpoint;Clothing;;;
2014010710601;2-01-2014;17-09-2013;FLL;Ft. Lauderdale-Hollywood International;Spirit Airlines;Property Damage;Checked Baggage;Clothing;000;Deny;
2014010810604;5-01-2014;1-01-2014;LAX;Los Angeles International Airport;Sun Country Airlines Inc;Property Damage;Checkpoint;Computer & Accessories;;;
2014010810607;3-01-2014;16-12-2013;JFK;John F. Kennedy International;Air France;Passenger Property Loss;Checked Baggage;Computer & Accessories;53174;Approve in Full;
2014010810608;2-01-2014;27-12-2013;CLT;Charlotte/Douglas International Airport;USAir;Passenger Property Loss;Checked Baggage;Clothing;;;
2014010810609;3-01-2014;26-12-2013;DTW;Detroit Metropolitan Wayne County Airport;Delta Air Lines;Passenger Property Loss;Checked Baggage;Clothing;7887;Approve in Full;
2014010810610;2-01-2014;14-10-2013;RDU;Raleigh-Durham International;Alaska Airlines;Passenger Property Loss;Checked Baggage;Sporting Equipment & Supplies;000;Deny;
2014010810611;3-01-2014;1-01-2014;LGA;LaGuardia;Delta Air Lines;Property Damage;Checked Baggage;Home Decor;000;Deny;
2014010810612;2-01-2014;20-09-2013;SYR;Syracuse-Hancock International;;Property Damage;Checkpoint;Jewelry & Watches;27250;Settle;
2014010810613;2-01-2014;9-12-2013;SEA;Seattle-Tacoma International;Alaska Airlines;Passenger Property Loss;Checkpoint;Food & Drink;999;Approve in Full;
2014010810615;2-01-2014;3-12-2013;SMF;Sacramento International Airport;Southwest Airlines;Property Damage;Checked Baggage;Other;000;Deny;
2014010810616;6-01-2014;19-12-2013;DEN;Denver International Airport;Frontier Airlines;Property Damage;Checked Baggage;Toys & Games;000;Deny;
2014010810617;2-01-2014;4-05-2013;ORD;Chicago O'Hare International Airport;Virgin America;Property Damage;Checkpoint;Personal Electronics;000;Deny;
2014010810618;6-01-2014;25-12-2013;STL;Lambert St. Louis International;USAir;Passenger Property Loss;Checked Baggage;Jewelry & Watches;10000;Approve in Full;
2014010810619;2-01-2014;29-12-2013;PDX;Portland International;;Passenger Property Loss;Checked Baggage;Other;000;Deny;
2014010810620;6-01-2014;24-08-2012;TPA;Tampa International;;Passenger Property Loss;Checked Baggage;Personal Accessories;000;Deny;
2014010810622;2-01-2014;23-12-2013;SJU;Luis Munoz Marin International;Jet Blue;Property Damage;Checked Baggage;Baggage/Cases/Purses;000;Deny;
2014010810623;6-01-2014;26-12-2013;IAD;Washington Dulles International;UAL;Property Damage;Checked Baggage;Baggage/Cases/Purses;9900;Approve in Full;
2014010810624;2-01-2014;4-12-2013;LAS;McCarran International;Southwest Airlines;Property Damage;Checked Baggage;Audio/Video;000;Deny;
2014010810625;2-01-2014;14-12-2013;PBI;Palm Beach International;Delta Air Lines;Property Damage;Checkpoint;Baggage/Cases/Purses;31000;Approve in Full;
2014010810626;6-01-2014;11-06-2013;SEA;Seattle-Tacoma International;Alaska Airlines;Property Damage;Checkpoint;Personal Accessories;11538;Settle;
2014010810627;3-01-2014;26-12-2013;PBI;Palm Beach International;Southwest Airlines;Property Damage;Checked Baggage;Other;62689;Approve in Full;
2014010810628;6-01-2014;3-01-2014;SEA;Seattle-Tacoma International;Southwest Airlines;Property Damage;Checked Baggage;Sporting Equipment & Supplies;;;
2014010810629;6-01-2014;1-01-2014;JFK;John F. Kennedy International;Turkish Airlines;Passenger Property Loss;Checked Baggage;Computer & Accessories;;;
2014010810630;2-01-2014;29-12-2013;OAK;Metropolitan Oakland International;Southwest Airlines;Property Damage;Checkpoint;Hunting & Fishing Items;10000;Approve in Full;
2014010810631;6-01-2014;10-12-2013;F;Foreign airport;Delta Air Lines;Passenger Property Loss;Checked Baggage;"Clothing; Cosmetics & Grooming";000;Deny;
2014010810632;4-01-2014;23-12-2013;BOS;Boston (Logan) International Airport;Delta Air Lines;Property Damage;Checked Baggage;Personal Electronics;000;Deny;
2014010810633;5-01-2014;16-12-2013;F;Foreign airport;British Airways;Passenger Property Loss;Checked Baggage;Clothing;000;Deny;
2014010810634;6-01-2014;28-07-2013;EWR;Newark International Airport;Lufthansa;Passenger Property Loss;Checkpoint;"Clothing; Jewelry & Watches";10000;Approve in Full;
2014010810635;6-01-2014;30-12-2013;ABQ;Albuquerque International Sunport Airport;Southwest Airlines;Property Damage;Checkpoint;Clothing;13910;Approve in Full;
2014010810636;8-01-2014;29-12-2013;FLL;Ft. Lauderdale-Hollywood International;Southwest Airlines;Passenger Property Loss;Checked Baggage;Food & Drink;2600;Approve in Full;
2014010810637;2-01-2014;27-12-2013;DCA;Ronald Reagan Washington National Airport;American Airlines;Passenger Property Loss;Checked Baggage;Clothing;000;Deny;
2014010810638;6-01-2014;24-12-2013;DEN;Denver International Airport;Southwest Airlines;Passenger Property Loss;Checked Baggage;Jewelry & Watches;000;Deny;
2014010810639;3-01-2014;29-07-2013;LAX;Los Angeles International Airport;UAL;Passenger Property Loss;Checked Baggage;Other;000;Deny;
2014010810640;6-01-2014;22-12-2013;DTW;Detroit Metropolitan Wayne County Airport;Southwest Airlines;Passenger Property Loss;Checked Baggage;"Clothing; Jewelry & Watches";000;Deny;
2014010810641;3-01-2014;26-12-2013;SEA;Seattle-Tacoma International;Alaska Airlines;Property Damage;Checked Baggage;Baggage/Cases/Purses;5000;Settle;
2014010810642;6-01-2014;2-01-2014;PSP;Palm Springs International;Alaska Airlines;Property Damage;Checkpoint;Travel Accessories;7999;Settle;
2014010810643;6-01-2014;2-12-2013;SAN;San Diego International;UAL;Property Damage;Checked Baggage;Baggage/Cases/Purses;4280;Approve in Full;
2014010810644;6-01-2014;21-08-2013;IAH;Houston - George Bush Intercontinental Airport;Air France;Property Damage;Checked Baggage;Food & Drink;1500;Approve in Full;
2014010810645;6-01-2014;17-12-2013;BUF;Buffalo Niagara International;Southwest Airlines;Passenger Property Loss;Checked Baggage;Jewelry & Watches;000;Deny;
